id	polarity	polarity_orig	sentence	polex	polex+targets	polex_span	polex+targets_span	target_spans	split
f04 07 02	negative	negative	The Michigan-to-Mexico move was loudly decried by Trump even though it meant no loss of U.S . jobs , as Ford planned to replace the Focus production in Michigan with two new vehicles .	loss	loss of U.S . jobs	(13, 13)	(13, 17)	[(15, 17)]	train
f04 07 03	positive	positive	The Michigan-to-Mexico move was loudly decried by Trump even though it meant no loss of U.S . jobs , as Ford planned to replace the Focus production in Michigan with two new vehicles .	replace the Focus production	Ford planned to replace the Focus production	(23, 26)	(20, 26)	[(20, 20), (24, 26)]	train
f04 07 04	positive	positive	The Michigan-to-Mexico move was loudly decried by Trump even though it meant no loss of U.S . jobs , as Ford planned to replace the Focus production in Michigan with two new vehicles .	replace the Focus production in Michigan with two new vehicles	Ford planned to replace the Focus production in Michigan with two new vehicles	(23, 32)	(20, 32)	[(20, 20), (30, 32)]	train
f04 08 00	neutral	neutral	The president has been urging U.S . manufacturers to move their production from Mexico and abroad back to the U.S . .	move their production	U.S . manufacturers to move their production	(9, 11)	(5, 11)	[(5, 7), (11, 11)]	train
f04 09 00	positive	positive	This move , from Mexico , which still has the benefits of the North American Free Trade Agreement , to China , for one of Ford ' s high-volume passenger car models and a key vehicle to attract first-time car buyers , reflects the harsh reality that most carmakers lose money on small cars .	move	move	(1, 1)	(1, 1)	[]	train
f04 09 01	negative	negative	This move , from Mexico , which still has the benefits of the North American Free Trade Agreement , to China , for one of Ford ' s high-volume passenger car models and a key vehicle to attract first-time car buyers , reflects the harsh reality that most carmakers lose money on small cars .	lose money	most carmakers lose money	(49, 50)	(47, 50)	[(47, 48)]	train
f04 09 02	positive	positive	This move , from Mexico , which still has the benefits of the North American Free Trade Agreement , to China , for one of Ford ' s high-volume passenger car models and a key vehicle to attract first-time car buyers , reflects the harsh reality that most carmakers lose money on small cars .	attract first-time car buyers	attract first-time car buyers	(37, 40)	(37, 40)	[]	train
f04 09 03	negative	negative	This move , from Mexico , which still has the benefits of the North American Free Trade Agreement , to China , for one of Ford ' s high-volume passenger car models and a key vehicle to attract first-time car buyers , reflects the harsh reality that most carmakers lose money on small cars .	reflects the harsh reality	reflects the harsh reality that most carmakers	(42, 45)	(42, 48)	[(47, 48)]	train
f04 10 00	negative	negative	Ford sold 169,000 Focus vehicles in 2016 , a 17 % decline from 2015 , due in part to the fact that the current Focus is a bit dated , and late in its design cycle compared with rivals like the Honda Civic , Toyota Corolla and Hyundai Elantra .	sold	Ford sold 169,000 Focus vehicles	(1, 1)	(0, 4)	[(0, 0), (3, 4)]	train
f04 10 01	positive	positive	Ford sold 169,000 Focus vehicles in 2016 , a 17 % decline from 2015 , due in part to the fact that the current Focus is a bit dated , and late in its design cycle compared with rivals like the Honda Civic , Toyota Corolla and Hyundai Elantra .	late in its design cycle compared with rivals	Focus is a bit dated , and late in its design cycle compared with rivals like the Honda Civic , Toyota Corolla and Hyundai Elantra	(31, 38)	(24, 48)	[(24, 24), (40, 48)]	train
f04 11 00	positive	positive	And though Ford does not release the percentage of those sales that are commercial and rental fleet , it is believed to be as much as 25 % .	sales	Ford does not release the percentage of those sales that are commercial and rental fleet	(10, 10)	(2, 16)	[(2, 2), (11, 16)]	train
f04 12 00	negative	negative	Fleet sales are notoriously unprofitable .	unprofitable	Fleet sales are notoriously unprofitable	(4, 4)	(0, 4)	[(0, 1)]	train
f04 13 00	positive	positive	The current Focus debuted its current look in 2012 .	debuted	The current Focus debuted	(3, 3)	(0, 3)	[(0, 2)]	train
f04 14 00	positive	positive	` ` We ' ve done a lot of research and consumers care a lot more about the quality and the value than they do about the sourcing location , ' ' Joe Hinrichs , Ford ' s president of global operations , said in a conference call with reporters Tuesday .	consumers care	consumers care a lot more about the quality and the value than they do about the sourcing location , ' ' Joe Hinrichs , Ford	(11, 12)	(11, 35)	[(35, 35)]	train
f04 14 01	positive	positive	` ` We ' ve done a lot of research and consumers care a lot more about the quality and the value than they do about the sourcing location , ' ' Joe Hinrichs , Ford ' s president of global operations , said in a conference call with reporters Tuesday .	more about the quality and the value	more about the quality and the value	(15, 21)	(15, 21)	[]	train
f04 15 00	neutral	neutral	` ` iPhones are produced in China , for example , and people do n't really talk about it . ' '	produced	iPhones are produced	(4, 4)	(2, 4)	[(2, 2)]	train
f04 16 00	positive	positive	The chief rivals in the compact car market - - Honda Civic and Toyota Corolla - - are both made in the U.S . , in Marysville , Ohio , and Blue Springs , Mississippi , respectively .	made	Honda Civic and Toyota Corolla - - are both made	(19, 19)	(10, 19)	[(10, 14)]	train
f04 17 00	positive	positive	Car companies like Ford make almost all their profit on pickup trucks and SUVs .	profit	Car companies like Ford make almost all their profit on pickup trucks and SUVs	(8, 8)	(0, 13)	[(9, 13), (0, 3)]	train
f04 18 01	negative	negative	Small cars like Focus and Fiesta have traditionally been loss leaders to attract buyers to the brand at prices below $ 20,000 , and also to enable the company to offset the low fuel-economy of their trucks and SUVs and meet government regulations on fleetwide fuel economy .	low fuel-economy	low fuel-economy	(32, 33)	(32, 33)	[]	train
f04 18 02	positive	positive	Small cars like Focus and Fiesta have traditionally been loss leaders to attract buyers to the brand at prices below $ 20,000 , and also to enable the company to offset the low fuel-economy of their trucks and SUVs and meet government regulations on fleetwide fuel economy .	government regulations	government regulations	(41, 42)	(41, 42)	[]	train
f04 18 03	negative	negative	Small cars like Focus and Fiesta have traditionally been loss leaders to attract buyers to the brand at prices below $ 20,000 , and also to enable the company to offset the low fuel-economy of their trucks and SUVs and meet government regulations on fleetwide fuel economy .	loss leaders	loss leaders	(9, 10)	(9, 10)	[]	train
f04 19 00	positive	positive	Most car companies try and fill every need an individual or family might have in terms of vehicle type and cost , but they ca n't make a profit on each one .	need	Most car companies try and fill every need	(7, 7)	(0, 7)	[(0, 2)]	train
f04 19 01	positive	positive	Most car companies try and fill every need an individual or family might have in terms of vehicle type and cost , but they ca n't make a profit on each one .	profit	Most car companies try and fill every need an individual or family might have in terms of vehicle type and cost , but they ca n't make a profit	(28, 28)	(0, 28)	[(0, 2)]	train
f05 00 00	positive	positive	Lucid Motors Is Mulling Sale After Takeover Talks With Ford	Sale After Takeover Talks	Lucid Motors Is Mulling Sale After Takeover Talks With Ford	(4, 7)	(0, 9)	[(9, 9), (0, 1)]	train
f05 01 00	positive	positive	- Startup seeks funding for electric car manufacturing plant	funding	Startup seeks funding for electric car manufacturing plant	(3, 3)	(1, 8)	[(5, 8), (1, 1)]	train
f05 02 00	positive	positive	- Ford not interested in deal at this stage , amid 100 - day review	deal	Ford not interested in deal	(5, 5)	(1, 5)	[(1, 1)]	train
f05 03 00	positive	positive	Electric carmaker Lucid Motors Inc . is raising a new round of financing and is also considering an outright sale after holding early-stage takeover talks with Ford Motor Co . , according to people familiar with the situation .	financing	Electric carmaker Lucid Motors Inc . is raising a new round of financing	(12, 12)	(0, 12)	[(0, 4), (0, 4)]	train
f05 03 01	positive	positive	Electric carmaker Lucid Motors Inc . is raising a new round of financing and is also considering an outright sale after holding early-stage takeover talks with Ford Motor Co . , according to people familiar with the situation .	sale	Electric carmaker Lucid Motors Inc . is raising a new round of financing and is also considering an outright sale after holding early-stage takeover talks with Ford Motor Co .	(19, 19)	(0, 29)	[(0, 4), (26, 29)]	train
f05 03 02	positive	positive	Electric carmaker Lucid Motors Inc . is raising a new round of financing and is also considering an outright sale after holding early-stage takeover talks with Ford Motor Co . , according to people familiar with the situation .	takeover	takeover	(23, 23)	(23, 23)	[]	train
f05 04 00	positive	positive	The Menlo Park , California-based firm has hired Morgan Stanley to help raise more money to pay for further development of its vehicle and a new manufacturing plant in Arizona , the people said .	hired	The Menlo Park , California-based firm has hired Morgan Stanley	(7, 7)	(0, 9)	[(0, 5), (8, 9)]	train
f05 04 01	positive	positive	The Menlo Park , California-based firm has hired Morgan Stanley to help raise more money to pay for further development of its vehicle and a new manufacturing plant in Arizona , the people said .	development	The Menlo Park , California-based firm has hired Morgan Stanley to help raise more money to pay for further development of its vehicle	(19, 19)	(0, 22)	[(0, 5), (22, 22)]	train
f05 04 02	positive	positive	The Menlo Park , California-based firm has hired Morgan Stanley to help raise more money to pay for further development of its vehicle and a new manufacturing plant in Arizona , the people said .	new manufacturing plant	The Menlo Park , California-based firm has hired Morgan Stanley to help raise more money to pay for further development of its vehicle and a new manufacturing plant	(25, 27)	(0, 27)	[(24, 27), (0, 5)]	train
f05 06 00	positive	positive	Lucid approached the senior management of Ford about a possible sale , the people added .	sale	sale	(10, 10)	(10, 10)	[]	train
f05 07 01	positive	positive	Ford is not looking for a deal at this time , one of the people said , as new Chief Executive Officer Jim Hackett is in the midst of a 100 - day review of the company ' s plans and priorities .	new Chief Executive Officer	Ford is not looking for a deal at this time , one of the people said , as new Chief Executive Officer Jim Hackett	(18, 21)	(0, 23)	[(0, 0), (22, 23)]	train
f05 08 00	positive	positive	Founded in 2007 , Lucid said it ' s targeting 2019 to begin production of its all-electric luxury sedan , after earlier saying it would start in 2018 .	begin production	Lucid said it ' s targeting 2019 to begin production of its all-electric luxury sedan	(12, 13)	(4, 18)	[(16, 18), (4, 4)]	train
f05 10 00	positive	positive	The vehicle will start at $ 60,000 .	vehicle	The vehicle	(1, 1)	(0, 1)	[(0, 1)]	train
f05 11 00	positive	positive	Lucid , which originally focused on making battery packs for electric buses in China , has raised more than $ 100 million from Asian investors , including Tsing Capital and Mitsui & Co . .	raised	Lucid , which originally focused on making battery packs for electric buses in China , has raised more than $ 100 million from Asian investors , including Tsing Capital and Mitsui & Co . .	(16, 16)	(0, 34)	[(0, 0), (22, 34)]	train
f05 12 00	positive	positive	Silicon Valley venture capital firm Venrock is also a backer .	backer	Silicon Valley venture capital firm Venrock is also a backer	(9, 9)	(0, 9)	[(0, 5)]	train
