id	polarity	polarity_all	clause_text	orig_sentence_text	split
f10_jef_s13_c01	none	[]	you cash in on post-earnings stock gains ,	Here ' s an earnings options strategy that can help you cash in on post-earnings stock gains , while minimizing the risk from a weak quarter .	train
f10_jef_s13_c02	none	[]	 can help	Here ' s an earnings options strategy that can help you cash in on post-earnings stock gains , while minimizing the risk from a weak quarter .	train
f10_jef_s13_c03	none	[]	 minimizing the risk from a weak quarter	Here ' s an earnings options strategy that can help you cash in on post-earnings stock gains , while minimizing the risk from a weak quarter .	train
f10_jef_s14_c00	negative	['negative']	Meanwhile , GM fell 0.3 % Friday to 42.47 , heading nearer to a test of support at the 50 - day moving average .	Meanwhile , GM fell 0.3 % Friday to 42.47 , heading nearer to a test of support at the 50 - day moving average .	train
f10_jef_s15_c00	positive	['positive']	the largest U.S automaker crushed earnings has since tumbled 9 % off that perch	The stock peaked at 46.76 on Oct . 24 as the largest U.S . automaker crushed earnings views , but has since tumbled 9 % off that perch and is on track for its third straight weekly decline .	train
f10_jef_s15_c01	positive	['positive']	The stock peaked at 46.76 on Oct . 24	The stock peaked at 46.76 on Oct . 24 as the largest U.S . automaker crushed earnings views , but has since tumbled 9 % off that perch and is on track for its third straight weekly decline .	train
f10_jef_s15_c02	negative	['negative', 'negative']	The stock is on track for its third straight weekly decline	The stock peaked at 46.76 on Oct . 24 as the largest U.S . automaker crushed earnings views , but has since tumbled 9 % off that perch and is on track for its third straight weekly decline .	train
f10_jef_s15_c03	none	[]	the largest U.S automaker crushed earnings views	The stock peaked at 46.76 on Oct . 24 as the largest U.S . automaker crushed earnings views , but has since tumbled 9 % off that perch and is on track for its third straight weekly decline .	train
f10_jef_s16_c00	negative	['negative', 'negative', 'negative', 'positive']	Tesla 3.2 % Wednesday to put it more than 20 % below a high was down 0.5 % after sinking 6.8 % Thursday	Tesla was down 0.5 % after sinking 6.8 % Thursday and 3.2 % Wednesday to put it more than 20 % below a high reached just a month and a half ago .	train
f10_jef_s16_c01	positive	['positive']	Tesla 3.2 % Wednesday to put it more than 20 % below a high reached just a month and a half ago	Tesla was down 0.5 % after sinking 6.8 % Thursday and 3.2 % Wednesday to put it more than 20 % below a high reached just a month and a half ago .	train
f10_jef_s16_c02	positive	['positive']	Tesla 3.2 % Wednesday to put it more than 20 % below a high to put it more than 20 % below a high	Tesla was down 0.5 % after sinking 6.8 % Thursday and 3.2 % Wednesday to put it more than 20 % below a high reached just a month and a half ago .	train
f10_jef_s17_c00	negative	['negative', 'negative']	 are poised for a fourth consecutive weekly loss	Shares of the electric car maker have now breached both the 50 - day and 200 - day lines , which serve as markers of institutional support for a stock , and are poised for a fourth consecutive weekly loss .	train
f10_jef_s17_c01	none	[]	 serve as markers of institutional support for a stock	Shares of the electric car maker have now breached both the 50 - day and 200 - day lines , which serve as markers of institutional support for a stock , and are poised for a fourth consecutive weekly loss .	train
f10_jef_s17_c02	none	[]	Shares of the electric car maker have now breached both the 50 - day and 200 - day lines ,	Shares of the electric car maker have now breached both the 50 - day and 200 - day lines , which serve as markers of institutional support for a stock , and are poised for a fourth consecutive weekly loss .	train
f11_jef_s00_c00	positive	['positive', 'positive', 'positive']	Ford ' s China growth plan includes introduction of 50 new vehicles by 2025	Ford ' s China growth plan includes introduction of 50 new vehicles by 2025	train
f11_jef_s01_c00	positive	['positive']	it will introduce more than 50 new vehicles in China by 2025	Ford Motor Co . said Tuesday it will introduce more than 50 new vehicles in China by 2025 .	train
f11_jef_s02_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive']	locally to support the growth plan	The automaker ' s China growth plan includes the assembly of five more vehicles in China , starting in 2019 , and an increase in engineering and research and development capabilities locally to support the growth plan .	train
f11_jef_s02_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	The automaker ' s China growth plan includes the assembly of five more vehicles in China , starting in 2019 , and an increase in engineering and research and development capabilities	The automaker ' s China growth plan includes the assembly of five more vehicles in China , starting in 2019 , and an increase in engineering and research and development capabilities locally to support the growth plan .	train
f11_jef_s03_c00	none	[]	The new vehicles in China the Zotye-Ford JV will include eight SUVs , at least 15 electrified vehicles from Ford and Lincoln	The new vehicles in China will include eight SUVs , at least 15 electrified vehicles from Ford and Lincoln and the Zotye-Ford JV will launch a new range of affordable all-electric vehicles .	train
f11_jef_s03_c01	positive	['positive']	The new vehicles in China the Zotye-Ford JV will launch a new range of affordable all-electric vehicles	The new vehicles in China will include eight SUVs , at least 15 electrified vehicles from Ford and Lincoln and the Zotye-Ford JV will launch a new range of affordable all-electric vehicles .	train
f11_jef_s04_c00	positive	['positive', 'positive']	it will continue to work with China-based internet company Baidu Inc . to develop driverless cars	Ford said it will continue to work with China-based internet company Baidu Inc . to develop driverless cars .	train
f11_jef_s04_c01	none	[]	Ford said	Ford said it will continue to work with China-based internet company Baidu Inc . to develop driverless cars .	train
f11_jef_s05_c00	none	[]	` ' said Chairman Bill Ford	` ` China is not only the largest car market in the world , it ' s also at the heart of electric vehicle and SUV growth and the mobility movement , ' ' said Chairman Bill Ford .	train
f11_jef_s05_c01	positive	['positive', 'positive', 'positive', 'positive']	China , , ' is not only the largest car market in the world	` ` China is not only the largest car market in the world , it ' s also at the heart of electric vehicle and SUV growth and the mobility movement , ' ' said Chairman Bill Ford .	train
f11_jef_s05_c02	positive	['positive', 'positive', 'positive', 'positive', 'positive']	China , , ' s also at the heart of electric vehicle and SUV growth and the mobility movement	` ` China is not only the largest car market in the world , it ' s also at the heart of electric vehicle and SUV growth and the mobility movement , ' ' said Chairman Bill Ford .	train
f11_jef_s06_c00	positive	['positive', 'positive']	The stock , , has rallied 11 % over the past three months ,	The stock , which tacked on 0.3 % in premarket trade , has rallied 11 % over the past three months , while the shares of rival General Motors Co . have climbed 16 % and the Dow Jones Industrial Average has gained 12 % .	train
f11_jef_s06_c01	positive	['positive', 'positive']	 tacked on 0.3 % in premarket trade	The stock , which tacked on 0.3 % in premarket trade , has rallied 11 % over the past three months , while the shares of rival General Motors Co . have climbed 16 % and the Dow Jones Industrial Average has gained 12 % .	train
f11_jef_s06_c02	positive	['positive', 'positive']	the shares of rival General Motors Co and the Dow Jones Industrial Average has gained 12 %	The stock , which tacked on 0.3 % in premarket trade , has rallied 11 % over the past three months , while the shares of rival General Motors Co . have climbed 16 % and the Dow Jones Industrial Average has gained 12 % .	train
